Composition,Alloy_class,Dataset,temperature(K),Citation,log_H2_W% (max)
Ti0.9Zr0.2Mn1.6Ni0.2V0.2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti0.9Zr0.2Mn1.8V0.2Fe0.2,AB2,HydPark,298,DOE_data_url,1.0986122886681098
Ti0.9Zr0.2Mn1.8V0.2,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti0.9Zr0.3Mn1.3Cu0.05Mo0.05V0.2Cr0.2,AB2,HydPark,293,DOE_data_url,1.0986122886681098
Ti0.85Zr0.15MnCr0.8V0.1Cu0.1,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Ti0.9Zr0.1Mn1.4Cr0.4V0.2,AB2,HydPark,303,DOE_data_url,1.0296194171811581
Ti0.9Zr0.1MnCr0.9V0.1,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Ti1.2Cr1.9Mn0.1,AB2,HydPark,263,DOE_data_url,1.0296194171811581
Ti1.2CrMn,AB2,HydPark,263,DOE_data_url,1.0986122886681098
Ti1Cr1.8,AB2,HydPark,241,DOE_data_url,1.0647107369924282
Ti1Cr1.8,AB2,HydPark,253,DOE_data_url,1.2325602611778486
Ti1Cr1.8Mo0.2,AB2,HydPark,233,DOE_data_url,1.2809338454620642
Ti1Cr1.8V0.2,AB2,HydPark,233,DOE_data_url,1.3609765531356006
Ti1Cr2,AB2,HydPark,233,DOE_data_url,1.0296194171811581
Ti1Cr1Mn1,AB2,HydPark,257,DOE_data_url,0.9932517730102833
Ti1Cr1Mn1,AB2,HydPark,313,DOE_data_url,1.1314021114911006
Ti1Cr1Mn0.85Fe0.3V0.15,AB2,HydPark,293,DOE_data_url,0.9555114450274363
Ti1Mn1.25Cr0.25,AB2,HydPark,293,DOE_data_url,1.1314021114911006
Ti1Mn1.28V0.6Fe0.15,AB2,HydPark,293,DOE_data_url,1.1474024528375417
Ti1Mn1.2Fe0.37,AB2,HydPark,283,DOE_data_url,0.8754687373538999
Ti1Mn1.2V0.8,AB2,HydPark,323,DOE_data_url,1.1314021114911006
Ti1Mn1.3Fe0.11,AB2,HydPark,297,DOE_data_url,0.9932517730102833
Ti1Mn1.45Al0.5,AB2,HydPark,298,DOE_data_url,0.9162907318741551
Ti1Mn1.45Co0.5,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti1Mn1.45Cr0.5,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti1Mn1.45Ni0.5,AB2,HydPark,298,DOE_data_url,1.0647107369924282
Ti1Mn1.45V0.5,AB2,HydPark,298,DOE_data_url,1.1314021114911006
Ti1Mn1.4V0.62,AB2,HydPark,293,DOE_data_url,1.1474024528375417
Ti1Mn1.5,AB2,HydPark,293,DOE_data_url,1.0647107369924282
Ti1Mn1.5V0.45Fe0.1,AB2,HydPark,333,DOE_data_url,0.8415671856782186
Ti1Mn1.95,AB2,HydPark,298,DOE_data_url,1.0986122886681098
Ti1MnV0.5,AB2,HydPark,298,DOE_data_url,1.2809338454620642
Ti1MnV0.9Cr0.1,AB2,HydPark,318,DOE_data_url,1.2383742310432684
Ti1V1.4Ni0.6,AB2,HydPark,333,DOE_data_url,1.3609765531356006
Ti1V1.5Fe0.4Mn0.1,AB2,HydPark,323,DOE_data_url,1.4586150226995167
Ti1V1.6Ni0.4,AB2,HydPark,393,DOE_data_url,1.4586150226995167
Ti1V1.8Ni0.2,AB2,HydPark,363,DOE_data_url,1.5260563034950492
Ti1V1Mn,AB2,HydPark,343,DOE_data_url,1.2237754316221157
Tm1Fe2,AB2,HydPark,353,DOE_data_url,0.9555114450274363
U1Ni1Al1,AB2,HydPark,373,DOE_data_url,0.4054651081081644
U1Ni1Al1,AB2,HydPark,400,DOE_data_url,0.5306282510621704
U1Ti2,AB2,HydPark,673,DOE_data_url,1.0647107369924282
Y1Co2,AB2,HydPark,298,DOE_data_url,1.0296194171811581
Y1Fe2,AB2,HydPark,293,DOE_data_url,1.1314021114911006
Zr0.2Ho0.8Co1Fe1,AB2,HydPark,300,DOE_data_url,1.4586150226995167
Zr0.2Ho0.8Fe0.5Co1.5,AB2,HydPark,300,DOE_data_url,0.832909122935104
Zr0.5Ti0.5Cr1Fe1,AB2,HydPark,296,DOE_data_url,1.0296194171811581
Zr0.5Ti0.5Mn0.4V0.6Ni0.85Al0.15,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.5Ti0.5Mn0.4V0.6Ni0.85Co0.15,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.5Ti0.5Mn0.4V0.6Ni0.85Cu0.15,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.5Ti0.5Mn0.4V0.6Ni0.85Fe0.15,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.5Ti0.5Mn0.4V0.6Ni0.85Mo0.15,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.5Ti0.5Mn1.2Fe0.3,AB2,HydPark,423,DOE_data_url,0.9555114450274363
Zr0.65Ti0.35Mn0.528V0.2464Cr0.1936Ni0.7568,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Zr0.6Ho0.4Co2,AB2,HydPark,323,DOE_data_url,0.6931471805599453
Zr0.6Ti0.4Mn2,AB2,HydPark,296,DOE_data_url,0.9932517730102833
Zr0.76Ti0.24Ni1.16Mn0.63V0.14Fe0.18,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.79Ti0.21MnFe1.02,AB2,HydPark,303,DOE_data_url,0.9162907318741551
Zr0.7Ce0.3Mn2,AB2,HydPark,373,DOE_data_url,0.9555114450274363
Zr0.7Ti0.3Cr0.3Mn0.3V0.4Ni1.0,AB2,HydPark,323,DOE_data_url,1.0296194171811581
Zr0.7Ti0.3Cr0.6Fe1.4,AB2,HydPark,296,DOE_data_url,0.9162907318741551
Zr0.7Ti0.3Cr1Fe1,AB2,HydPark,296,DOE_data_url,0.9932517730102833
Zr0.7Ti0.3Mn2,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Zr0.7Ti0.3Mn2Fe0.8,AB2,HydPark,298,DOE_data_url,0.5877866649021191
Zr0.7Ti0.3Mn1Fe1,AB2,HydPark,296,DOE_data_url,0.9932517730102833
Zr0.7Ti0.3Ni1.0V0.4Mn0.3Cr0.3,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Zr0.8Ce0.2Mn2,AB2,HydPark,373,DOE_data_url,0.9555114450274363
Zr0.8Ti0.2Cr0.6Fe1.4,AB2,HydPark,296,DOE_data_url,0.9555114450274363
Zr0.8Ti0.2Cr1.25Mn,AB2,HydPark,338,DOE_data_url,1.0296194171811581
Zr0.8Ti0.2Cr1Co0.8V0.2,AB2,HydPark,423,DOE_data_url,0.9932517730102833
Zr0.8Ti0.2Fe1Mn1,AB2,HydPark,303,DOE_data_url,0.8754687373538999
Zr0.8Ti0.2Mn0.6Ni1.4,AB2,HydPark,298,DOE_data_url,0.5877866649021191
Zr0.8Ti0.2Mn1Fe1,AB2,HydPark,296,DOE_data_url,0.9932517730102833
Zr0.8Ti0.2Ni1.2V0.6Co0.2,AB2,HydPark,340,DOE_data_url,1.0296194171811581
Zr0.8Ti0.2Ni1.2V0.6Mn0.2,AB2,HydPark,340,DOE_data_url,1.0296194171811581
Zr0.8Ti0.2Ni1.2V0.6Mo0.2,AB2,HydPark,340,DOE_data_url,1.0296194171811581
Zr0.8Ti0.2Ni1.2V0.6Si0.2,AB2,HydPark,340,DOE_data_url,1.0647107369924282
Zr0.9Ti0.1Mn0.644V0.46Ni1.104,AB2,HydPark,303,DOE_data_url,0.5306282510621704
Zr0.9Ti0.1Cr0.55Fe1.45,AB2,HydPark,283,DOE_data_url,0.9555114450274363
Zr0.9Ti0.1Cr1Co0.8V0.2,AB2,HydPark,423,DOE_data_url,0.9932517730102833
Zr0.9Ti0.1Cr1Fe1,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr0.9Ti0.1Cr1Fe0.8V0.2,AB2,HydPark,423,DOE_data_url,1.0296194171811581
Zr0.9Ti0.1Cr1Ni0.8V0.2,AB2,HydPark,423,DOE_data_url,1.0296194171811581
Zr0.9Ti0.1Mn1Fe1,AB2,HydPark,303,DOE_data_url,0.9162907318741551
Zr0.9Ti0.1Ni1.1Mn0.6V0.2Co0.1,AB2,HydPark,313,DOE_data_url,0.9162907318741551
Zr0.9Ti0.1Ni1.3V0.2Mn0.6La0.05,AB2,HydPark,313,DOE_data_url,0.8754687373538999
Zr0.9Ti0.1V0.5Fe1.5,AB2,HydPark,323,DOE_data_url,0.9162907318741551
Zr1Fe1.1Cr1.1,AB2,HydPark,318,DOE_data_url,0.9162907318741551
Zr1Fe1.5Cr0.5,AB2,HydPark,318,DOE_data_url,0.9162907318741551
Zr1Mn0.76N1.14,AB2,HydPark,303,DOE_data_url,0.9932517730102833
Zr1Ni1.44V0.48Mn0.48,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr1Be2,AB2,HydPark,295,DOE_data_url,1.1314021114911006
Zr1Co1.5Al0.5,AB2,HydPark,293,DOE_data_url,0.6931471805599453
Zr1Co1.5V0.5,AB2,HydPark,323,DOE_data_url,0.9162907318741551
Zr1Co1Cr1,AB2,HydPark,323,DOE_data_url,0.9555114450274363
Zr1Co1V1,AB2,HydPark,323,DOE_data_url,1.0296194171811581
Zr1Co1V0.2Cr0.8,AB2,HydPark,373,DOE_data_url,0.9162907318741551
Zr1Cr0.6Fe1.4,AB2,HydPark,296,DOE_data_url,0.9162907318741551
Zr1Cr0.8Co0.8V0.4,AB2,HydPark,403,DOE_data_url,1.0296194171811581
Zr1Cr1.2Fe0.8,AB2,HydPark,343,DOE_data_url,0.8754687373538999
Zr1Cr1.2Ni0.8,AB2,HydPark,343,DOE_data_url,1.0986122886681098
Zr1Cr1.75Ge0.25,AB2,HydPark,473,DOE_data_url,0.832909122935104
Zr1Cr2,AB2,HydPark,300,DOE_data_url,1.0296194171811581
Zr1Cr2Co0.8,AB2,HydPark,373,DOE_data_url,0.6931471805599453
Zr1Cr2Fe0.8,AB2,HydPark,373,DOE_data_url,0.7884573603642702
Zr1Cr2Ni0.8,AB2,HydPark,373,DOE_data_url,0.8754687373538999
Zr1Cr1Co0.6V0.4,AB2,HydPark,453,DOE_data_url,0.9555114450274363
Zr1Cr1Co0.8V0.2,AB2,HydPark,423,DOE_data_url,1.1631508098056809
Zr1Cr1Fe1,AB2,HydPark,324,DOE_data_url,0.9555114450274363
Zr1Cr1Fe1.2,AB2,HydPark,393,DOE_data_url,0.8754687373538999
Zr1Cr1Fe1.6,AB2,HydPark,296,DOE_data_url,0.832909122935104
Zr1Cr1Fe1.8,AB2,HydPark,296,DOE_data_url,0.832909122935104
Zr1Cr1Fe1Cu0.8,AB2,HydPark,296,DOE_data_url,0.7884573603642702
Zr1Cr1Fe1Mn0.8,AB2,HydPark,296,DOE_data_url,0.8754687373538999
Zr1Cr1Ni1,AB2,HydPark,303,DOE_data_url,0.8754687373538999
Zr1Fe1.4Cr1,AB2,HydPark,296,DOE_data_url,0.9932517730102833
Zr1Fe1.4Cr0.6,AB2,HydPark,293,DOE_data_url,0.9162907318741551
Zr1Fe1.5Al0.5,AB2,HydPark,293,DOE_data_url,0.6931471805599453
Zr1Fe1.5Cr1,AB2,HydPark,296,DOE_data_url,0.9162907318741551
Zr1Fe1.5Cr0.5,AB2,HydPark,293,DOE_data_url,0.9162907318741551
Zr1Fe1.5V0.5,AB2,HydPark,323,DOE_data_url,0.9555114450274363
Zr1Fe1.6Al0.4,AB2,HydPark,297,DOE_data_url,0.6931471805599453
Zr1Fe1Cr1,AB2,HydPark,323,DOE_data_url,0.9932517730102833
Zr1Fe1Mn1,AB2,HydPark,423,DOE_data_url,0.9555114450274363
Zr1Fe1Mn1Cr0.25,AB2,HydPark,318,DOE_data_url,0.9555114450274363
Zr1Fe1Mn1Ni0.4,AB2,HydPark,296,DOE_data_url,0.5877866649021191
Zr1Fe1Mo1,AB2,HydPark,303,DOE_data_url,0.7884573603642702
Zr1Fe1V1,AB2,HydPark,323,DOE_data_url,0.9555114450274363
Zr1Mn0.5V0.5Ni1.4,AB2,HydPark,303,DOE_data_url,0.9555114450274363
Zr1Mn0.6Ni1.4,AB2,HydPark,298,DOE_data_url,0.6418538861723948
Zr1Mn0.6V0.2Co0.1Ni1.2,AB2,HydPark,298,DOE_data_url,0.9555114450274363
Zr1Mn0.6V0.2Co0.1Ni1.2,AB2,HydPark,313,DOE_data_url,0.9555114450274363
Zr1Mn0.6V0.2Ni1.2,AB2,HydPark,298,DOE_data_url,1.0296194171811581
Zr1Mn0.8Ni1.2,AB2,HydPark,298,DOE_data_url,0.9932517730102833
Zr1Mn1.11Fe1.22,AB2,HydPark,303,DOE_data_url,0.832909122935104
Zr1Mn1.11Fe1.22,AB2,HydPark,373,DOE_data_url,0.9162907318741551
Zr1Mn1.22Fe1.11,AB2,HydPark,296,DOE_data_url,0.9162907318741551
Zr1Mn1.22Fe1.14,AB2,HydPark,313,DOE_data_url,0.7884573603642702
Zr1Mn1.2Fe0.4,AB2,HydPark,323,DOE_data_url,0.9162907318741551
Zr1Mn1.52Co0.4V0.08,AB2,HydPark,473,DOE_data_url,0.7884573603642702
Zr1Mn1.53Fe1.27,AB2,HydPark,296,DOE_data_url,0.6931471805599453
Zr1Mn1.6Co0.4,AB2,HydPark,423,DOE_data_url,0.832909122935104
Zr1Mn1.8,AB2,HydPark,323,DOE_data_url,0.9555114450274363
Zr1Mn1.8Co0.2,AB2,HydPark,473,DOE_data_url,0.7884573603642702
Zr1Mn1.8Fe0.2,AB2,HydPark,473,DOE_data_url,0.7884573603642702
Zr1Mn1.8Ni0.2,AB2,HydPark,473,DOE_data_url,0.7419373447293773
Zr1Mn1.8V0.2,AB2,HydPark,473,DOE_data_url,0.832909122935104
Zr1Mn2,AB2,HydPark,323,DOE_data_url,0.9932517730102833
Zr1Mn2,AB2,HydPark,353,DOE_data_url,1.0296194171811581
Zr1Mn2.4,AB2,HydPark,323,DOE_data_url,0.9555114450274363
Zr1Mn2.5,AB2,HydPark,323,DOE_data_url,0.8754687373538999
Zr1Mn2.6Fe0.2,AB2,HydPark,373,DOE_data_url,0.8754687373538999
Zr1Mn2.7,AB2,HydPark,373,DOE_data_url,0.832909122935104
Zr1Mn2.8,AB2,HydPark,296,DOE_data_url,0.9162907318741551
Zr1Mn2.8,AB2,HydPark,323,DOE_data_url,0.9555114450274363
Zr1Mn2.8Fe0.4,AB2,HydPark,373,DOE_data_url,0.7884573603642702
Zr1Mn2.8Ni0.4,AB2,HydPark,296,DOE_data_url,0.832909122935104
Zr1Mn2Co0.8,AB2,HydPark,296,DOE_data_url,0.6418538861723948
Zr1Mn2Cu0.8,AB2,HydPark,323,DOE_data_url,0.8754687373538999
Zr1Mn2Fe0.8,AB2,HydPark,296,DOE_data_url,0.8754687373538999
Zr1Mn2Fe1.2,AB2,HydPark,298,DOE_data_url,0.5306282510621704
Zr1Mn2Ni0.8,AB2,HydPark,296,DOE_data_url,0.832909122935104
Zr1Mn3,AB2,HydPark,323,DOE_data_url,0.832909122935104
Zr1Mn3.8,AB2,HydPark,303,DOE_data_url,0.7884573603642702
Zr1Mn1Fe0.7Co0.3,AB2,HydPark,303,DOE_data_url,0.7884573603642702
Zr1Mo2,AB2,HydPark,195,DOE_data_url,0.6931471805599453
Zr1Mo1Cr1,AB2,HydPark,298,DOE_data_url,0.832909122935104
Zr1Ni1.2Cr0.8,AB2,HydPark,298,DOE_data_url,0.9555114450274363
Zr1Ni1.2Cr0.8La0.05,AB2,HydPark,298,DOE_data_url,0.9932517730102833
Zr1Ni1.2Mn0.5Cr0.2V0.1,AB2,HydPark,343,DOE_data_url,0.9555114450274363
Zr1Ni1.2Mn0.6Cr0.2,AB2,HydPark,343,DOE_data_url,0.8960880245566356
Zr1Ni1Al1,AB2,HydPark,313,DOE_data_url,0.262364264467491
Zr1V0.7Mn0.5Ni1.2,AB2,HydPark,333,DOE_data_url,0.9555114450274363
Ca1Ni4B1,AB5,HydPark,300,DOE_data_url,0.7884573603642702
Ca1Ni5,AB5,HydPark,293,DOE_data_url,1.0647107369924282
Ca1Ni5,AB5,HydPark,298,DOE_data_url,1.0647107369924282
Ce0.5La0.5Ni2.5Cu2.5,AB5,HydPark,296,DOE_data_url,0.7419373447293773
Ce0.6La0.4Ni5,AB5,HydPark,298,DOE_data_url,0.9162907318741551
Ce0.7La0.3Ni5,AB5,HydPark,293,DOE_data_url,0.8754687373538999
Ce0.8La0.2Ni4.7Cu0.3,AB5,HydPark,296,DOE_data_url,0.9162907318741551
Ce0.8La0.2Ni5,AB5,HydPark,296,DOE_data_url,0.9162907318741551
Ce0.8Pr0.2Ni2.5Cu2.5,AB5,HydPark,296,DOE_data_url,0.7178397931503169
Ce0.2Pr0.8Co5 ,AB5,HydPark,293,DOE_data_url,0.4700036292457356
Ce0.4Pr0.6Co5 ,AB5,HydPark,293,DOE_data_url,0.4700036292457356
Ce0.5La0.5Ni5,AB5,HydPark,293,DOE_data_url,0.8754687373538999
Ce0.6Pr0.4Co5 ,AB5,HydPark,293,DOE_data_url,0.4700036292457356
Ce0.7La0.7Ni5,AB5,HydPark,293,DOE_data_url,0.8754687373538999
Ce0.8La0.2Ni5,AB5,HydPark,333,DOE_data_url,0.9162907318741551
Ce0.8Pr0.2Co5 ,AB5,HydPark,293,DOE_data_url,0.4700036292457356
Ce1Co5,AB5,HydPark,293,DOE_data_url,0.4054651081081644
Ce1Co5,AB5,HydPark,323,DOE_data_url,0.5007752879124893
Ce1Fe5,AB5,HydPark,373,DOE_data_url,0.5306282510621704
CeNi3.55Mn0.4Al0.3Co0.75,AB5,HydPark,298,DOE_data_url,0.7884573603642702
CeNi4.25Mn0.75,AB5,HydPark,296,DOE_data_url,0.8754687373538999
CeNi4.5Al0.5,AB5,HydPark,296,DOE_data_url,0.8754687373538999
CeNi4.5Mn0.5,AB5,HydPark,296,DOE_data_url,0.7884573603642702
Ce1Ni5,AB5,HydPark,296,DOE_data_url,0.9162907318741551
Ce1Ni5,AB5,HydPark,298,DOE_data_url,0.8754687373538999
Dy1Ni4.25Ga0.75,AB5,HydPark,293,DOE_data_url,0.5877866649021191
Dy1Ni4Al1,AB5,HydPark,293,DOE_data_url,0.5877866649021191
Er1Ni3.5Al1.5,AB5,HydPark,388,DOE_data_url,0.5306282510621704
Eu1Ni5,AB5,HydPark,298,DOE_data_url,0.7884573603642702
Gd1Co5,AB5,HydPark,294,DOE_data_url,0.33647223662121295
Gd1Ni4.5Al0.5,AB5,HydPark,293,DOE_data_url,0.6418538861723948
Gd1Ni4Al1,AB5,HydPark,293,DOE_data_url,0.6418538861723948
Gd1Ni5,AB5,HydPark,296,DOE_data_url,0.4700036292457356
Ho1Ni4Al1,AB5,HydPark,333,DOE_data_url,0.6418538861723948
La0.4Ce0.2Ca0.5Ni3.55Co0.75Mn0.4Al0.3,AB5,HydPark,295,DOE_data_url,0.7884573603642702
La0.5Ce0.4Ti0.1Ni3.77Cu0.6Fe0.6Cr0.6Mn0.36Al0.27,AB5,HydPark,303,DOE_data_url,0.7884573603642702
La0.65Nd0.2Pr0.15Ni3.55Co0.75Mn0.4Al0.3,AB5,HydPark,296,DOE_data_url,0.8754687373538999
La0.6Ca0.4Ni5 ,AB5,HydPark,311,DOE_data_url,0.9932517730102833
La0.6Ce0.4Ni3.77Cu0.6Fe0.6Cr0.6Mn0.36Al0.27,AB5,HydPark,303,DOE_data_url,0.832909122935104
La0.6Ce0.4Ni3.77Co0.6Mn0.36Al0.27,AB5,HydPark,303,DOE_data_url,0.8754687373538999
La0.7Sm0.3Ni4Fe,AB5,HydPark,323,DOE_data_url,0.7654678421395714
La0.8Ba0.2Ni5,AB5,HydPark,298,DOE_data_url,0.832909122935104
La0.8Ca0.2Ni5,AB5,HydPark,298,DOE_data_url,0.9555114450274363
La0.8Ce0.2Ca0.1Ni3.55Co0.75Mn0.4Al0.3,AB5,HydPark,295,DOE_data_url,0.8960880245566356
La0.8Ce0.2Ni4.25Co0.5Sn0.25,AB5,HydPark,298,DOE_data_url,0.7884573603642702
La0.8Ce0.2Ni4.8Sn0.25,AB5,HydPark,298,DOE_data_url,0.832909122935104
La0.8Er0.2Ni5,AB5,HydPark,313,DOE_data_url,0.8960880245566356
La0.8Gd0.2Ni5,AB5,HydPark,313,DOE_data_url,0.9162907318741551
La0.8Nd0.2Ni2.4Co2.5Si0.1,AB5,HydPark,293,DOE_data_url,0.832909122935104
La0.8Nd0.2Ni5,AB5,HydPark,313,DOE_data_url,0.9162907318741551
La0.8Th0.2Ni5,AB5,HydPark,313,DOE_data_url,0.8796267475025635
La0.8Y0.2Ni4.8Mn0.2,AB5,HydPark,298,DOE_data_url,0.9555114450274363
La0.8Y0.2Ni5,AB5,HydPark,313,DOE_data_url,0.9162907318741551
La0.8Zr0.2Ni5,AB5,HydPark,313,DOE_data_url,0.832909122935104
La0.9Mg0.1Ni5,AB5,HydPark,298,DOE_data_url,0.8754687373538999
La0.9Nd0.05Pr0.05Ni3.5Co0.65Al0.3Mn0.4,AB5,HydPark,323,DOE_data_url,0.832909122935104
La0.13Ce0.35Pr0.52Co5,AB5,HydPark,323,DOE_data_url,0.5877866649021191
La0.1Ce0.9Co5,AB5,HydPark,293,DOE_data_url,0.4700036292457356
La0.2Ce0.8Co5,AB5,HydPark,293,DOE_data_url,0.4700036292457356
La0.2Pr0.8Co5,AB5,HydPark,293,DOE_data_url,0.5306282510621704
La0.4Ce0.6Co5,AB5,HydPark,293,DOE_data_url,0.4700036292457356
La0.4Pr0.6Co5 ,AB5,HydPark,293,DOE_data_url,0.6418538861723948
La0.5Ce0.5Ni5,AB5,HydPark,298,DOE_data_url,0.832909122935104
La0.65Ce0.28Pr0.07Co5,AB5,HydPark,323,DOE_data_url,0.6931471805599453
La0.66Ce0.2Pr0.14Co5,AB5,HydPark,323,DOE_data_url,0.6931471805599453
La0.6Pr0.4Co5,AB5,HydPark,293,DOE_data_url,0.6418538861723948
La0.75Ce0.25Ni4Cu0.8Al0.2,AB5,HydPark,295,DOE_data_url,0.8754687373538999
La0.75Ce0.25Ni4Cu0.9Al0.1,AB5,HydPark,295,DOE_data_url,0.8754687373538999
La0.75Pr0.25Ni4.5Cu0.3Al0.2,AB5,HydPark,295,DOE_data_url,0.8754687373538999
La0.7Ce0.3Co5,AB5,HydPark,293,DOE_data_url,0.5306282510621704
La0.8Ce0.2Co5,AB5,HydPark,293,DOE_data_url,0.5877866649021191
La0.8Pr0.2Co5,AB5,HydPark,293,DOE_data_url,0.6418538861723948
La1.02Ni4.75Sn0.25,AB5,HydPark,300,DOE_data_url,0.7884573603642702
La1Co4.95Mn0.05,AB5,HydPark,294,DOE_data_url,0.9555114450274363
La1Co5 ,AB5,HydPark,294,DOE_data_url,1.0647107369924282
La1Cu5,AB5,HydPark,298,DOE_data_url,0.5306282510621704
La1Cu5,AB5,HydPark,374,DOE_data_url,0.5877866649021191
La1Fe5,AB5,HydPark,373,DOE_data_url,0.4700036292457356
La1Ni2.5Co2.5,AB5,HydPark,293,DOE_data_url,0.6931471805599453
La1Ni2.5Co2.5 ,AB5,HydPark,303,DOE_data_url,0.7884573603642702
La1Ni2Cu3,AB5,HydPark,308,DOE_data_url,0.6418538861723948
La1Ni2FeCu2,AB5,HydPark,295,DOE_data_url,0.7419373447293773
La1Ni3.55Mn0.4Al0.3Co0.75,AB5,HydPark,298,DOE_data_url,0.832909122935104
La1Ni3.5Mn1.5,AB5,HydPark,373,DOE_data_url,0.7419373447293773
La1Ni3.92Al0.98,AB5,HydPark,523,DOE_data_url,0.7419373447293773
La1Ni3.95Al0.3Co0.75,AB5,HydPark,313,DOE_data_url,0.8754687373538999
La1Ni3Al1Cu1,AB5,HydPark,333,DOE_data_url,0.6931471805599453
La1Ni3Co2,AB5,HydPark,298,DOE_data_url,0.9162907318741551
La1Ni3Cr0.5Cu1.5,AB5,HydPark,295,DOE_data_url,0.7419373447293773
La1Ni3Cu2,AB5,HydPark,308,DOE_data_url,0.7419373447293773
La1Ni3Fe1Cu1,AB5,HydPark,295,DOE_data_url,0.7419373447293773
La1Ni4.25Al0.75,AB5,HydPark,313,DOE_data_url,0.7561219797213337
La1Ni4.25Co0.5Sn0.25,AB5,HydPark,298,DOE_data_url,0.8671004876833833
La1Ni4.33B0.67,AB5,HydPark,296,DOE_data_url,0.6931471805599453
La1Ni4.4B0.6,AB5,HydPark,298,DOE_data_url,0.4824261492442927
La1Ni4.4Zn0.6,AB5,HydPark,293,DOE_data_url,0.8754687373538999
La1Ni4.55Al0.45,AB5,HydPark,313,DOE_data_url,0.832909122935104
La1Ni4.55Al0.45,AB5,HydPark,353,DOE_data_url,0.9555114450274363
La1Ni4.5Al0.5,AB5,HydPark,293,DOE_data_url,0.832909122935104
La1Ni4.5Al0.5,AB5,HydPark,298,DOE_data_url,0.8754687373538999
La1Ni4.5Al0.5,AB5,HydPark,333,DOE_data_url,0.8671004876833833
La1Ni4.5Cr0.5,AB5,HydPark,293,DOE_data_url,0.832909122935104
La1Ni4.5Cu0.5,AB5,HydPark,293,DOE_data_url,0.832909122935104
La1Ni4.5Mn0.5,AB5,HydPark,323,DOE_data_url,0.8754687373538999
La1Ni4.5Mn0.3Al0.3,AB5,HydPark,308,DOE_data_url,0.832909122935104
La1Ni4.5Pd0.5,AB5,HydPark,298,DOE_data_url,0.8241754429663494
La1Ni4.5Si0.5,AB5,HydPark,298,DOE_data_url,0.6931471805599453
La1Ni4.61Mn0.26Al0.13,AB5,HydPark,373,DOE_data_url,0.8754687373538999
La1Ni4.65Mn0.2Al0.15,AB5,HydPark,293,DOE_data_url,0.9162907318741551
La1Ni4.6Al0.4,AB5,HydPark,321,DOE_data_url,0.8671004876833833
La1Ni4.6Cu0.3Mn0.1,AB5,HydPark,308,DOE_data_url,0.8754687373538999
La1Ni4.6Ge0.4,AB5,HydPark,303,DOE_data_url,0.7884573603642702
La1Ni4.6In0.4,AB5,HydPark,293,DOE_data_url,0.7884573603642702
La1Ni4.6Mn0.4,AB5,HydPark,298,DOE_data_url,0.9122827104766162
La1Ni4.6Si0.4,AB5,HydPark,298,DOE_data_url,0.6931471805599453
La1Ni4.6Si0.4,AB5,HydPark,303,DOE_data_url,0.6931471805599453
La1Ni4.6Sn0.4,AB5,HydPark,293,DOE_data_url,0.8153648132841945
La1Ni4.75Al0.25,AB5,HydPark,323,DOE_data_url,0.8754687373538999
La1Ni4.75Al0.25,AB5,HydPark,308,DOE_data_url,0.7884573603642702
La1Ni4.75Sn0.25,AB5,HydPark,296,DOE_data_url,0.832909122935104
La1Ni4.75Sn0.25,AB5,HydPark,298,DOE_data_url,0.832909122935104
La1Ni4.7Al0.3,AB5,HydPark,298,DOE_data_url,0.8919980393051105
La1Ni4.7Al0.3,AB5,HydPark,293,DOE_data_url,0.832909122935104
La1Ni4.7Al0.3,AB5,HydPark,313,DOE_data_url,0.8754687373538999
La1Ni4.7Ge0.3,AB5,HydPark,296,DOE_data_url,0.832909122935104
La1Ni4.7Mn0.3,AB5,HydPark,293,DOE_data_url,0.8754687373538999
La1Ni4.7Si0.3,AB5,HydPark,298,DOE_data_url,0.7419373447293773
La1Ni4.7Si0.3,AB5,HydPark,300,DOE_data_url,0.7419373447293773
La1Ni4.7Sn0.3,AB5,HydPark,298,DOE_data_url,0.8628899551470398
La1Ni4.82Si0.25,AB5,HydPark,293,DOE_data_url,0.9555114450274363
La1Ni4.84Sn0.32,AB5,HydPark,311,DOE_data_url,0.7884573603642702
La1Ni4.8Fe0.2,AB5,HydPark,323,DOE_data_url,0.832909122935104
La1Ni4.8Sn0.2,AB5,HydPark,298,DOE_data_url,0.8754687373538999
